Manual_ID,project_name,createTime,publishTime,capitalSourceName,digest,fdid,Tender_type,project_url
71,Procurement of 1257-234BLKJC2310 Procurement of Special Vehicles for Xinjiang Balikun Civil Airport Project (Section 1)(1),2023-10-27,2023-10-27,Currency,"1257-234BLKJC2310,Procurement of Special Vehicles for Xinjiang Balikun Civil Airport Project (Section 1)",ff808081870df1e9018b6efd56500154,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6efd56500154.html
72,"Procurement of 0721-2340035B5239 Jiangxi XISCO-WISDRI New Material Co., Ltd. Added 4 # Rolling Mill Project(2)",2023-10-27,2023-10-27,Currency,"0721-2340035B5239,Jiangxi XISCO-WISDRI New Material Co., Ltd. Added 4 # Rolling Mill Project",ff808081870df1e9018b6ef41da0780e,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6ef41da0780e.html
73,Procurement of 0613-234024104037 optical microscope(1),2023-10-27,2023-10-27,Currency,"0613-234024104037,optical microscope",ff808081870df1e9018b6eecc859709d,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6eecc859709d.html
74,Procurement of 0664-2340SUMECF77 Fully automatic surface defect detector(1),2023-10-27,2023-10-27,Currency,"0664-2340SUMECF77,Fully automatic surface defect detector",ff808081870df1e9018b6ed6d64b5a6b,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6ed6d64b5a6b.html
75,Procurement of 0730-234011020007/48 Tape attaching machines(1),2023-10-27,2023-10-27,Currency,"0730-234011020007/48,Tape attaching machines",ff808081870df1e9018b6ecf8ae55305,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6ecf8ae55305.html
76,Procurement of 5243-234CQZT00003 Procurement project of lithium-ion battery separator small cutting equipment(2),2023-10-27,2023-10-27,Currency,"5243-234CQZT00003,Procurement project of lithium-ion battery separator small cutting equipment",ff808081870df1e9018b6ecdaafc511e,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6ecdaafc511e.html
77,Procurement of 0730-234011020007/46 AMT(1),2023-10-27,2023-10-27,Currency,"0730-234011020007/46,AMT",ff808081870df1e9018b6ecdaafd5125,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6ecdaafd5125.html
78,"Procurement of 0837-2340CTFCYW08 Equipment procurement and installation of Yiwu Chengbei Water Plant Phase II project (process, electrical, automatic control system, etc.)(1)",2023-10-27,2023-10-27,Currency,"0837-2340CTFCYW08,Equipment procurement and installation of Yiwu Chengbei Water Plant Phase II project (process, electrical, automatic control system, etc.)",ff808081870df1e9018b6eca052f4d61,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6eca052f4d61.html
79,Procurement of 0730-234011SZ0290/03 NanTong SCC Project -Vacuum laminators (Rebid)(2),2023-10-27,2023-10-27,Currency,"0730-234011SZ0290/03,NanTong SCC Project -Vacuum laminators (Rebid)",ff808081870df1e9018b6ec2bdbf45fc,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6ec2bdbf45fc.html
80,Procurement of 0730-234011SZ0095/01 NanTong SCC Project -High-precision testing machine (Rebid)(10),2023-10-27,2023-10-27,Currency,"0730-234011SZ0095/01,NanTong SCC Project -High-precision testing machine (Rebid)",ff808081870df1e9018b6ec0e36b4415,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6ec0e36b4415.html
81,Procurement of 0730-224011SZ0108/03 NanTong SCC Project-The staging machine (Rebid)(30),2023-10-27,2023-10-27,Currency,"0730-224011SZ0108/03,NanTong SCC Project-The staging machine (Rebid)",ff808081870df1e9018b6ebf05ce4229,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6ebf05ce4229.html
82,Procurement of 0730-234011SZ0322/03 WuXi SCC Project-High density automatic testing machine (Rebid)(4),2023-10-27,2023-10-27,Currency,"0730-234011SZ0322/03,WuXi SCC Project-High density automatic testing machine (Rebid)",ff808081870df1e9018b6eba6e663d7e,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6eba6e663d7e.html
83,Procurement of 0720-2340zbzx0211 Control Valve for PetroChina Jilin Petrochemical Company(1),2023-10-27,2023-10-27,Currency,"0720-2340zbzx0211,Control Valve for PetroChina Jilin Petrochemical Company",ff808081870df1e9018b6eba6e663d85,Evaluation Results,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6eba6e663d85.html
84,Procurement of 0730-234011SZ0322/02 WuXi SCC Project-LDD brown machine (Rebid)(3),2023-10-27,2023-10-27,Currency,"0730-234011SZ0322/02,WuXi SCC Project-LDD brown machine  (Rebid)",ff808081870df1e9018b6eb9912b3c82,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6eb9912b3c82.html
85,"Procurement of 0730-234011SZ0269/02 GreaTech Substrates Co., Ltd. Project-Flying Probe Testing Machine (Rebid)(6)",2023-10-27,2023-10-27,Currency,"0730-234011SZ0269/02,GreaTech Substrates Co., Ltd. Project-Flying Probe Testing Machine (Rebid)",ff808081870df1e9018b6eb5e3603891,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6eb5e3603891.html
86,"Procurement of 0730-234011SZ0269/03 GreaTech Substrates Co., Ltd. Project-Flying Probe Testing Machine (Rebid)(6)",2023-10-27,2023-10-27,Currency,"0730-234011SZ0269/03,GreaTech Substrates Co., Ltd. Project-Flying Probe Testing Machine (Rebid)",ff808081870df1e9018b6eb5e36138a9,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6eb5e36138a9.html
87,"Procurement of 0730-234011SZ0269/01 GreaTech Substrates Co., Ltd. Project-Flying Probe Testing Machine (Rebid)(6)",2023-10-27,2023-10-27,Currency,"0730-234011SZ0269/01,GreaTech Substrates Co., Ltd. Project-Flying Probe Testing Machine (Rebid)",ff808081870df1e9018b6eb5e36138a1,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6eb5e36138a1.html
88,"Procurement of 0730-234011SZ0298/01 GreaTech Substrates Co., Ltd. Project-Palladium removal machine (Rebid)(3)",2023-10-27,2023-10-27,Currency,"0730-234011SZ0298/01,GreaTech Substrates Co., Ltd. Project-Palladium removal machine (Rebid)",ff808081870df1e9018b6eb5e3613899,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6eb5e3613899.html
89,"Procurement of 0712-234012303037/02 DSHY- Hydrogen quality, catalytic materials and oil analysis and testing equipment update project Energy Dispersive X-Ray Fluoresence Spectrometer",2023-10-27,2023-10-27,Currency,"0712-234012303037/02,DSHY- Hydrogen quality, catalytic materials and oil analysis and testing equipment update project Energy Dispersive X-Ray Fluoresence Spectrometer",ff808081870df1e9018b6ea5678227c4,Evaluation Results,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6ea5678227c4.html
90,Procurement of 0720-2340zbzx0212 PetroChina Company Limited Tarim Petrochemical Company Fluoroelastomer(1),2023-10-27,2023-10-27,Currency,"0720-2340zbzx0212,PetroChina Company Limited Tarim Petrochemical Company Fluoroelastomer",ff808081870df1e9018b6e9e0a982063,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6e9e0a982063.html
91,"Procurement of 0736-234020230150 FAW Casting Co., Ltd. nonferrous casting machining project, tool auxiliary equipment procurement project(1)",2023-10-27,2023-10-27,Currency,"0736-234020230150,FAW Casting Co., Ltd. nonferrous casting machining project, tool auxiliary equipment procurement project",ff808081870df1e9018b6e80c3070307,Evaluation Results,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6e80c3070307.html
92,Procurement of 0712-234022303114 Liquid Chromatography-mass Spectrometry 1 Set for Sinopec Jinling Petrochemical Company(2),2023-10-26,2023-10-26,Currency,"0712-234022303114,Liquid Chromatography-mass Spectrometry 1 Set for Sinopec Jinling Petrochemical Company",ff808081870df1e9018b6ca93ed52dc0,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6ca93ed52dc0.html
93,Procurement of 0701-234101140167 Centralized procurement of Positron Emission Magnetic Resonance Imaging System (PET/MR) in 2023 for International Health Exchange and Cooperation Center NHC PRC (1),2023-10-26,2023-10-26,Currency,"0701-234101140167,Centralized procurement of Positron Emission Magnetic Resonance Imaging System (PET/MR) in 2023 ",ff808081870df1e9018b6c73410e77fc,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6c73410e77fc.html
94,"Procurement of 4197-2340SHJT0002/32 Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd(1)",2023-10-26,2023-10-26,Currency,"4197-2340SHJT0002/32,Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd",ff808081870df1e9018b6c34fd8b39f1,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6c34fd8b39f1.html
95,Procurement of 0612-2340H1731334 Shenzhen Metro Line 12 Phase II Signal System Equipment Procurement Project (Re bidding)(1),2023-10-26,2023-10-26,Currency,"0612-2340H1731334,Shenzhen Metro Line 12 Phase II Signal System Equipment Procurement Project (Re bidding)",ff808081870df1e9018b6c2dacd5329a,Evaluation Results,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6c2dacd5329a.html
96,"Procurement of 0712-234022303105 Control Butterfly Valve 1 Set for Sinopec Nanjing Chemical Industries Co., Ltd.(2)",2023-10-26,2023-10-26,Currency,"0712-234022303105,Control Butterfly Valve 1 Set for Sinopec Nanjing Chemical Industries Co., Ltd.",ff808081870df1e9018b6c1e1c772306,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6c1e1c772306.html
97,Procurement of 0811-234DSITC2381 Mobile o-arm x-ray machine(1),2023-10-26,2023-10-26,Currency,"0811-234DSITC2381,Mobile o-arm x-ray machine",ff808081870df1e9018b6bb6a9b43b8a,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6bb6a9b43b8a.html
98,Procurement of 0811-234DSITC2380 Medical angiography x-ray system(1),2023-10-26,2023-10-26,Currency,"0811-234DSITC2380,Medical angiography x-ray system",ff808081870df1e9018b6bb4cf7e399c,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6bb4cf7e399c.html
99,Procurement of 0664-2340SUMECK36 Rapier loom(1),2023-10-26,2023-10-26,Currency,"0664-2340SUMECK36,Rapier loom",ff808081870df1e9018b6b920d8816e5,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6b920d8816e5.html
100,Procurement of 0664-2340SUMECK31 Automatic winder(2),2023-10-26,2023-10-26,Currency,"0664-2340SUMECK31,Automatic winder",ff808081870df1e9018b6b920d8816ed,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6b920d8816ed.html
101,Procurement of 4472-234SCJXGJ111/02 Bronchoscopic surgical system(1),2023-10-26,2023-10-26,Currency,"4472-234SCJXGJ111/02,Bronchoscopic surgical system",ff808081870df1e9018b6b8e6915132c,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6b8e6915132c.html
102,Procurement of 0712-234032303078 Dalian Institute of Petroleum Refining Hydrocracking and Residue Hydrogenation Evaluation Test Device Construction Project(1),2023-10-26,2023-10-26,Currency,"0712-234032303078,Dalian Institute of Petroleum Refining Hydrocracking and Residue Hydrogenation Evaluation Test Device Construction Project",ff808081870df1e9018b6b8d779e123c,Evaluation Results,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6b8d779e123c.html
103,Procurement of 4472-234SCJXGJ003/02 Color Doppler ultrasound instrument(1),2023-10-26,2023-10-26,Currency,"4472-234SCJXGJ003/02,Color Doppler ultrasound instrument",ff808081870df1e9018b6b8c89e1112b,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6b8c89e1112b.html
104,Procurement of 4472-234SCJXGJ111/01 Laparoscopic surgical system(1),2023-10-26,2023-10-26,Currency,"4472-234SCJXGJ111/01,Laparoscopic surgical system",ff808081870df1e9018b6b8c89e11133,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6b8c89e11133.html
105,Procurement of 4197-224BOECDVD01/51 BOE Chengdu Vehicle-based display project(1),2023-10-26,2023-10-26,Currency,"4197-224BOECDVD01/51,BOE Chengdu Vehicle-based display project",ff808081870df1e9018b6b8ba1df1046,Evaluation Results,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6b8ba1df1046.html
106,Procurement of 4472-234SCJXGJ003/01 Color Doppler ultrasound system(1),2023-10-26,2023-10-26,Currency,"4472-234SCJXGJ003/01,Color Doppler ultrasound system",ff808081870df1e9018b6b8ab59d0f28,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6b8ab59d0f28.html
107,"Procurement of 0623-2340J1110309 Yixing CRRC Times Semiconductor Co., LTD. Metal wet etching equipment project(1)",2023-10-26,2023-10-26,Currency,"0623-2340J1110309,Yixing CRRC Times Semiconductor Co., LTD. Metal wet etching equipment project",ff808081870df1e9018b6b786e6a7cab,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6b786e6a7cab.html
108,"Procurement of 0623-2340J1110310 Yixing CRRC Times Semiconductor Co., LTD. Ultra-high energy injection machine project(1)",2023-10-26,2023-10-26,Currency,"0623-2340J1110310,Yixing CRRC Times Semiconductor Co., LTD. Ultra-high energy injection machine project",ff808081870df1e9018b6b769a847ac9,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6b769a847ac9.html
109,"Procurement of 0623-2340J1110279 High temperature oxidation furnace project of Yixing CRRC Times Semiconductor Co., LTD(1)",2023-10-26,2023-10-26,Currency,"0623-2340J1110279,High temperature oxidation furnace project of Yixing CRRC Times Semiconductor Co., LTD",ff808081870df1e9018b6b72f1407714,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6b72f1407714.html
110,"Procurement of 0623-2340J1110313 Yixing CRRC Times Semiconductor Co., Ltd. can proton injection machine project(1)",2023-10-26,2023-10-26,Currency,"0623-2340J1110313,Yixing CRRC Times Semiconductor Co., Ltd. can proton injection machine project",ff808081870df1e9018b6b6f3b0f734e,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6b6f3b0f734e.html
111,"Procurement of 0623-2340J1110169 PECVD equipment project of Yixing CRRC Times Semiconductor Co., LTD(1)",2023-10-26,2023-10-26,Currency,"0623-2340J1110169,PECVD equipment project of Yixing CRRC Times Semiconductor Co., LTD",ff808081870df1e9018b6b69cb7e6da4,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6b69cb7e6da4.html
112,"Procurement of 0623-2340J1110308 Yixing CRRC Times Semiconductor Co., LTD. Metal dry etching equipment project(1)",2023-10-26,2023-10-26,Currency,"0623-2340J1110308,Yixing CRRC Times Semiconductor Co., LTD. Metal dry etching equipment project",ff808081870df1e9018b6b661b1d69d8,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6b661b1d69d8.html
113,"Procurement of 0623-2340J1110312 Yixing CRRC Times Semiconductor Co., LTD. Platinum process furnace tube equipment project(1)",2023-10-26,2023-10-26,Currency,"0623-2340J1110312,Yixing CRRC Times Semiconductor Co., LTD. Platinum process furnace tube equipment project",ff808081870df1e9018b6b661b1d69e0,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6b661b1d69e0.html
114,"Procurement of 0623-2340J1110266 Four probe equipment project of Yixing CRRC Times Semiconductor Co., LTD(1)",2023-10-26,2023-10-26,Currency,"0623-2340J1110266,Four probe equipment project of Yixing CRRC Times Semiconductor Co., LTD",ff808081870df1e9018b6b62685b65f9,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6b62685b65f9.html
115,Procurement of 3937-234JY2023081 Equipment Procurement of South Hospital of Hainan Provincial People's Hospital (Mission Hills) Project (HNJY2023 [81])(1),2023-10-26,2023-10-26,Currency,"3937-234JY2023081,Equipment Procurement of South Hospital of Hainan Provincial People's Hospital (Mission Hills) Project (HNJY2023 [81])",ff808081870df1e9018b6b5a319e5db7,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6b5a319e5db7.html
